
 TIME =    0.0000000000000000     
 CHANNEL           19   ROD No.            1   SURF. No.            1
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   20 0.5414035433E+02  0.5366533303E+05   0.1566274958E+07   29.18597    1.00000
   19 0.5096515748E+02  0.5817712607E+05   0.1578650030E+07   27.13524    1.00000
   18 0.4778996063E+02  0.6136951708E+05   0.1592232389E+07   25.94500    1.00000
   17 0.4545236220E+02  0.5992944210E+05   0.1606953023E+07   26.81408    1.00000
   16 0.4311476378E+02  0.6599779610E+05   0.1614074390E+07   24.45649    1.00000
   15 0.3993956693E+02  0.6903669692E+05   0.1631215966E+07   23.62824    1.00000
   14 0.3676437008E+02  0.7048051417E+05   0.1648669984E+07   23.39186    1.00000
   13 0.3358917323E+02  0.7094403550E+05   0.1666391368E+07   23.48882    1.00000
   12 0.3041397638E+02  0.7034539891E+05   0.1684264191E+07   23.94278    1.00000
   11 0.2723877953E+02  0.6788749684E+05   0.1702110501E+07   25.07252    1.00000
   10 0.2490118110E+02  0.6185197486E+05   0.1719510986E+07   27.80042    1.00000
    9 0.2253484252E+02  0.6333553176E+05   0.1727145173E+07   27.26977    1.00000
    8 0.1930216535E+02  0.5939586242E+05   0.1743991981E+07   29.36218    1.00000
    7 0.1606948819E+02  0.5342369545E+05   0.1759774873E+07   32.93997    1.00000
    6 0.1283661417E+02  0.4610999445E+05   0.1774042883E+07   38.47415    1.00000
    5 0.9603740157E+01  0.3747583777E+05   0.1786441274E+07   47.66915    1.00000
    4 0.6371062992E+01  0.2795756304E+05   0.1796600530E+07   64.26170    1.00000
    3 0.3138385827E+01  0.1501786829E+05   0.1804258228E+07  120.14077    1.00000
    2 0.7610236220E+00  0.1138417400E+05   0.1808416795E+07  158.85358    1.00000

 TIME =    0.0000000000000000     
 CHANNEL           20   ROD No.            3   SURF. No.            1
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.7908063071E+04   0.1541341578E+07  194.90760    1.00000
   27 0.7469153543E+02  0.1094125870E+05   0.1540807195E+07  140.82541    1.00000
   26 0.7151633858E+02  0.1964890483E+05   0.1540768721E+07   78.41499    1.00000
   25 0.6834114173E+02  0.2569998399E+05   0.1543165226E+07   60.04538    1.00000
