
 TIME =    0.0000000000000000     
 CHANNEL           12   ROD No.            1   SURF. No.            1
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   10 0.2490118110E+02  0.1931301305E+06   0.1554396036E+07    8.04844    1.00000
    9 0.2253484252E+02  0.1973710645E+06   0.1574379409E+07    7.97675    1.00000
    8 0.1930216535E+02  0.1868017216E+06   0.1619392187E+07    8.66904    1.00000
    7 0.1606948819E+02  0.1695456743E+06   0.1662861365E+07    9.80775    1.00000
    6 0.1283661417E+02  0.1475780534E+06   0.1703353534E+07   11.54205    1.00000
    5 0.9603740157E+01  0.1209368396E+06   0.1739534865E+07   14.38383    1.00000
    4 0.6371062992E+01  0.9095637830E+05   0.1769915502E+07   19.45895    1.00000
    3 0.3138385827E+01  0.4752623984E+05   0.1793284441E+07   37.73251    1.00000
    2 0.7610236220E+00  0.3291534033E+05   0.1805807118E+07   54.86217    1.00000

 TIME =    0.0000000000000000     
 CHANNEL            1   ROD No.            1   SURF. No.            3
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.2370115536E+05   0.7640364436E+06   32.23625    1.31749
   27 0.7469153543E+02  0.3255554468E+05   0.6694518915E+06   20.56338    1.50808
   26 0.7151633858E+02  0.5898882982E+05   0.8472174593E+06   14.36234    1.19817
   25 0.6834114173E+02  0.7674179149E+05   0.8998307141E+06   11.72543    1.13826
   24 0.6600354331E+02  0.8588302094E+05   0.8657164700E+06   10.08018    1.19684
   23 0.6366594488E+02  0.1041620317E+06   0.9394502025E+06    9.01912    1.10934
   22 0.6049074803E+02  0.1230475652E+06   0.9784665409E+06    7.95194    1.07971
   21 0.5731555118E+02  0.1397100527E+06   0.1012266630E+07    7.24548    1.06116
   20 0.5414035433E+02  0.1550653012E+06   0.1047190598E+07    6.75322    1.04567
   19 0.5096515748E+02  0.1689860692E+06   0.1088051382E+07    6.43870    1.02832
   18 0.4778996063E+02  0.1792527398E+06   0.1130083490E+07    6.30441    1.01369
   17 0.4545236220E+02  0.1775843748E+06   0.1101428402E+07    6.20228    1.06621
   16 0.4311476378E+02  0.1947827633E+06   0.1164095052E+07    5.97638    1.02032
   15 0.3993956693E+02  0.2053382165E+06   0.1208410958E+07    5.88498    1.00756
   14 0.3676437008E+02  0.2113383330E+06   0.1249912674E+07    5.91427    1.00000
   13 0.3358917323E+02  0.2144973151E+06   0.1284070749E+07    5.98642    1.00000
   12 0.3041397638E+02  0.2144888043E+06   0.1319502869E+07    6.15185    1.00000
   11 0.2723877953E+02  0.2087565595E+06   0.1355600725E+07    6.49369    1.00000
   10 0.2490118110E+02  0.1931301290E+06   0.1391245980E+07    7.20367    1.00000
    9 0.2253484252E+02  0.1973710623E+06   0.1406833239E+07    7.12786    1.00000
    8 0.1930216535E+02  0.1868017213E+06   0.1440262664E+07    7.71011    1.00000
    7 0.1606948819E+02  0.1695456740E+06   0.1472279893E+07    8.68368    1.00000
    6 0.1283661417E+02  0.1475780525E+06   0.1501636959E+07   10.17521    1.00000
    5 0.9603740157E+01  0.1209368374E+06   0.1527450502E+07   12.63015    1.00000
    4 0.6371062992E+01  0.9095637498E+05   0.1548829692E+07   17.02827    1.00000
    3 0.3138385827E+01  0.4752623692E+05   0.1565101922E+07   32.93132    1.00000
    2 0.7610236220E+00  0.3291534251E+05   0.1574476803E+07   47.83413    1.00000

 TIME =    0.0000000000000000     
 CHANNEL            2   ROD No.            1   SURF. No.            4
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.2370114846E+05   0.8301460395E+06   35.02556    1.30230
   27 0.7469153543E+02  0.3255553811E+05   0.7222227911E+06   22.18433    1.49907
   26 0.7151633858E+02  0.5898882410E+05   0.9086569971E+06   15.40388    1.19543
   25 0.6834114173E+02  0.7674178834E+05   0.9618699264E+06   12.53385    1.13706
   24 0.6600354331E+02  0.8588301728E+05   0.9229442865E+06   10.74653    1.19655
   23 0.6366594488E+02  0.1041620292E+06   0.1000910688E+07    9.60917    1.10916
   22 0.6049074803E+02  0.1230475646E+06   0.1042177824E+07    8.46972    1.07956
   21 0.5731555118E+02  0.1397100528E+06   0.1077275284E+07    7.71079    1.06119
   20 0.5414035433E+02  0.1550653030E+06   0.1113283518E+07    7.17945    1.04583
   19 0.5096515748E+02  0.1689860477E+06   0.1155468602E+07    6.83766    1.02853
   18 0.4778996063E+02  0.1792527291E+06   0.1198797840E+07    6.68775    1.01396
   17 0.4545236220E+02  0.1775843750E+06   0.1167250972E+07    6.57294    1.06666
   16 0.4311476378E+02  0.1947827523E+06   0.1233639596E+07    6.33341    1.02054
   15 0.3993956693E+02  0.2053382050E+06   0.1281153108E+07    6.23923    1.00761
   14 0.3676437008E+02  0.2113383125E+06   0.1325488160E+07    6.27188    1.00000
   13 0.3358917323E+02  0.2144973163E+06   0.1361981262E+07    6.34964    1.00000
   12 0.3041397638E+02  0.2144888055E+06   0.1399932110E+07    6.52683    1.00000
   11 0.2723877953E+02  0.2087565612E+06   0.1438783902E+07    6.89216    1.00000
   10 0.2490118110E+02  0.1931301295E+06   0.1477398781E+07    7.64976    1.00000
    9 0.2253484252E+02  0.1973710638E+06   0.1494413490E+07    7.57159    1.00000
    8 0.1930216535E+02  0.1868017224E+06   0.1531567729E+07    8.19890    1.00000
    7 0.1606948819E+02  0.1695456754E+06   0.1567377083E+07    9.24457    1.00000
    6 0.1283661417E+02  0.1475780543E+06   0.1600427970E+07   10.84462    1.00000
    5 0.9603740157E+01  0.1209368397E+06   0.1629679874E+07   13.47546    1.00000
    4 0.6371062992E+01  0.9095637748E+05   0.1654046258E+07   18.18505    1.00000
    3 0.3138385827E+01  0.4752623840E+05   0.1672671970E+07   35.19471    1.00000
    2 0.7610236220E+00  0.3291534134E+05   0.1683419379E+07   51.14391    1.00000

 TIME =    0.0000000000000000     
 CHANNEL           13   ROD No.            2   SURF. No.            1
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.2290429285E+05   0.8723503492E+06   38.08676    1.31183
   27 0.7469153543E+02  0.3142199891E+05   0.7574185536E+06   24.10472    1.50800
   26 0.7151633858E+02  0.5666754135E+05   0.9471275629E+06   16.71376    1.20408
   25 0.6834114173E+02  0.7369815316E+05   0.9978845172E+06   13.54016    1.14586
   24 0.6600354331E+02  0.8240183079E+05   0.9543598591E+06   11.58178    1.20570
   23 0.6366594488E+02  0.9999474460E+05   0.1035880510E+07   10.35935    1.11606
   22 0.6049074803E+02  0.1181086045E+06   0.1082152460E+07    9.16235    1.08424
   21 0.5731555118E+02  0.1340672240E+06   0.1119204524E+07    8.34808    1.06475
   20 0.5414035433E+02  0.1487492122E+06   0.1156221940E+07    7.77296    1.04849
   19 0.5096515748E+02  0.1620327490E+06   0.1199393727E+07    7.40217    1.03032
   18 0.4778996063E+02  0.1717991426E+06   0.1243159933E+07    7.23612    1.01559
   17 0.4545236220E+02  0.1700224415E+06   0.1208673276E+07    7.10890    1.06950
   16 0.4311476378E+02  0.1865593617E+06   0.1279950161E+07    6.86082    1.02167
   15 0.3993956693E+02  0.1966064837E+06   0.1334020926E+07    6.78523    1.00784
   14 0.3676437008E+02  0.2022741221E+06   0.1383061589E+07    6.83756    1.00000
   13 0.3358917323E+02  0.2052125640E+06   0.1423596728E+07    6.93718    1.00000
   12 0.3041397638E+02  0.2051139528E+06   0.1466013228E+07    7.14731    1.00000
   11 0.2723877953E+02  0.1995433701E+06   0.1509975906E+07    7.56716    1.00000
   10 0.2490118110E+02  0.1844184766E+06   0.1554396036E+07    8.42864    1.00000
    9 0.2253484252E+02  0.1885461439E+06   0.1574379409E+07    8.35010    1.00000
    8 0.1930216535E+02  0.1783924779E+06   0.1619392187E+07    9.07769    1.00000
    7 0.1606948819E+02  0.1618622587E+06   0.1662861365E+07   10.27331    1.00000
    6 0.1283661417E+02  0.1408487117E+06   0.1703353534E+07   12.09350    1.00000
    5 0.9603740157E+01  0.1153933029E+06   0.1739534865E+07   15.07483    1.00000
    4 0.6371062992E+01  0.8678530006E+05   0.1769915502E+07   20.39419    1.00000
    3 0.3138385827E+01  0.4562330756E+05   0.1793284441E+07   39.30632    1.00000
    2 0.7610236220E+00  0.3180842719E+05   0.1805807118E+07   56.77134    1.00000

 TIME =    0.0000000000000000     
 CHANNEL           14   ROD No.            2   SURF. No.            2
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.2290430391E+05   0.9251520299E+06   40.39206    1.26830
   27 0.7469153543E+02  0.3142200958E+05   0.7932193478E+06   25.24407    1.47621
   26 0.7151633858E+02  0.5666755133E+05   0.9821579614E+06   17.33193    1.19003
   25 0.6834114173E+02  0.7369816212E+05   0.1032059680E+07   14.00387    1.13484
   24 0.6600354331E+02  0.8240183707E+05   0.9840719107E+06   11.94235    1.19689
   23 0.6366594488E+02  0.9999475034E+05   0.1066927784E+07   10.66984    1.10895
   22 0.6049074803E+02  0.1181086087E+06   0.1112424729E+07    9.41866    1.07900
   21 0.5731555118E+02  0.1340672275E+06   0.1148332084E+07    8.56535    1.06089
   20 0.5414035433E+02  0.1487492797E+06   0.1183756430E+07    7.95806    1.04583
   19 0.5096515748E+02  0.1620328288E+06   0.1225168543E+07    7.56124    1.02868
   18 0.4778996063E+02  0.1717991777E+06   0.1267664821E+07    7.37876    1.01420
   17 0.4545236220E+02  0.1700225759E+06   0.1230744657E+07    7.23871    1.06788
   16 0.4311476378E+02  0.1865593824E+06   0.1301572760E+07    6.97672    1.02088
   15 0.3993956693E+02  0.1966065062E+06   0.1354578687E+07    6.88980    1.00762
   14 0.3676437008E+02  0.2022741736E+06   0.1402122843E+07    6.93179    1.00000
   13 0.3358917323E+02  0.2052125642E+06   0.1440973941E+07    7.02186    1.00000
   12 0.3041397638E+02  0.2051139528E+06   0.1481489677E+07    7.22276    1.00000
   11 0.2723877953E+02  0.1995433701E+06   0.1523413584E+07    7.63450    1.00000
   10 0.2490118110E+02  0.1844184766E+06   0.1565779408E+07    8.49036    1.00000
    9 0.2253484252E+02  0.1885461441E+06   0.1584902910E+07    8.40592    1.00000
    8 0.1930216535E+02  0.1783924782E+06   0.1628158715E+07    9.12684    1.00000
    7 0.1606948819E+02  0.1618622593E+06   0.1669727378E+07   10.31573    1.00000
    6 0.1283661417E+02  0.1408487126E+06   0.1708374380E+07   12.12914    1.00000
    5 0.9603740157E+01  0.1153933041E+06   0.1742856805E+07   15.10362    1.00000
    4 0.6371062992E+01  0.8678530114E+05   0.1771771454E+07   20.41557    1.00000
    3 0.3138385827E+01  0.4562330802E+05   0.1793982089E+07   39.32161    1.00000
    2 0.7610236220E+00  0.3180842688E+05   0.1805939299E+07   56.77550    1.00000

 TIME =    0.0000000000000000     
 CHANNEL            2   ROD No.            2   SURF. No.            3
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.2290430505E+05   0.8322319910E+06   36.33518    1.29904
   27 0.7469153543E+02  0.3142201061E+05   0.7245767130E+06   23.05953    1.49420
   26 0.7151633858E+02  0.5666755118E+05   0.9089275779E+06   16.03965    1.19507
   25 0.6834114173E+02  0.7369816096E+05   0.9622104738E+06   13.05610    1.13666
   24 0.6600354331E+02  0.8240183398E+05   0.9226112689E+06   11.19649    1.19698
   23 0.6366594488E+02  0.9999474564E+05   0.1001046822E+07   10.01099    1.10901
   22 0.6049074803E+02  0.1181086010E+06   0.1042405664E+07    8.82582    1.07933
   21 0.5731555118E+02  0.1340672183E+06   0.1077591954E+07    8.03770    1.06088
   20 0.5414035433E+02  0.1487492707E+06   0.1113732155E+07    7.48731    1.04540
   19 0.5096515748E+02  0.1620329305E+06   0.1156227937E+07    7.13576    1.02785
   18 0.4778996063E+02  0.1717992670E+06   0.1200778540E+07    6.98943    1.01229
   17 0.4545236220E+02  0.1700225693E+06   0.1170355348E+07    6.88353    1.06383
   16 0.4311476378E+02  0.1865594930E+06   0.1240838492E+07    6.65117    1.01462
   15 0.3993956693E+02  0.1966066270E+06   0.1290908787E+07    6.56595    1.00000
   14 0.3676437008E+02  0.2022742689E+06   0.1325488160E+07    6.55293    1.00000
   13 0.3358917323E+02  0.2052125611E+06   0.1361981262E+07    6.63693    1.00000
   12 0.3041397638E+02  0.2051139506E+06   0.1399932110E+07    6.82514    1.00000
   11 0.2723877953E+02  0.1995433684E+06   0.1438783902E+07    7.21038    1.00000
   10 0.2490118110E+02  0.1844184757E+06   0.1477398781E+07    8.01112    1.00000
    9 0.2253484252E+02  0.1885461434E+06   0.1494413490E+07    7.92598    1.00000
    8 0.1930216535E+02  0.1783924787E+06   0.1531567729E+07    8.58538    1.00000
    7 0.1606948819E+02  0.1618622600E+06   0.1567377083E+07    9.68340    1.00000
    6 0.1283661417E+02  0.1408487127E+06   0.1600427970E+07   11.36274    1.00000
    5 0.9603740157E+01  0.1153933033E+06   0.1629679874E+07   14.12283    1.00000
    4 0.6371062992E+01  0.8678529953E+05   0.1654046258E+07   19.05906    1.00000
    3 0.3138385827E+01  0.4562330627E+05   0.1672671970E+07   36.66266    1.00000
    2 0.7610236220E+00  0.3180842810E+05   0.1683419379E+07   52.92369    1.00000

 TIME =    0.0000000000000000     
 CHANNEL            3   ROD No.            2   SURF. No.            4
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.2290430644E+05   0.1099449974E+07   48.00189    1.00000
   27 0.7469153543E+02  0.3142201171E+05   0.1100656215E+07   35.02819    1.00000
   26 0.7151633858E+02  0.5666755184E+05   0.1103698413E+07   19.47673    1.00000
   25 0.6834114173E+02  0.7369816115E+05   0.1110574638E+07   15.06923    1.00000
   24 0.6600354331E+02  0.8240183567E+05   0.1120655638E+07   13.59989    1.00000
   23 0.6366594488E+02  0.9999474739E+05   0.1126314464E+07   11.26374    1.00000
   22 0.6049074803E+02  0.1181086020E+06   0.1141119234E+07    9.66161    1.00000
   21 0.5731555118E+02  0.1340672208E+06   0.1158798321E+07    8.64341    1.00000
   20 0.5414035433E+02  0.1487492715E+06   0.1179288619E+07    7.92803    1.00000
   19 0.5096515748E+02  0.1620329322E+06   0.1202651370E+07    7.42227    1.00000
   18 0.4778996063E+02  0.1717993324E+06   0.1228900328E+07    7.15311    1.00000
   17 0.4545236220E+02  0.1700225702E+06   0.1257553413E+07    7.39639    1.00000
   16 0.4311476378E+02  0.1865595918E+06   0.1271103170E+07    6.81339    1.00000
   15 0.3993956693E+02  0.1966066904E+06   0.1302217546E+07    6.62347    1.00000
   14 0.3676437008E+02  0.2022742693E+06   0.1335916625E+07    6.60448    1.00000
   13 0.3358917323E+02  0.2052125612E+06   0.1371417739E+07    6.68291    1.00000
   12 0.3041397638E+02  0.2051139507E+06   0.1408296426E+07    6.86592    1.00000
   11 0.2723877953E+02  0.1995433685E+06   0.1446033757E+07    7.24671    1.00000
   10 0.2490118110E+02  0.1844184758E+06   0.1483544167E+07    8.04444    1.00000
    9 0.2253484252E+02  0.1885461435E+06   0.1500084176E+07    7.95606    1.00000
    8 0.1930216535E+02  0.1783924789E+06   0.1536172809E+07    8.61120    1.00000
    7 0.1606948819E+02  0.1618622603E+06   0.1570968967E+07    9.70559    1.00000
    6 0.1283661417E+02  0.1408487133E+06   0.1603062580E+07   11.38145    1.00000
    5 0.9603740157E+01  0.1153933040E+06   0.1631444169E+07   14.13812    1.00000
    4 0.6371062992E+01  0.8678530009E+05   0.1655065877E+07   19.07081    1.00000
    3 0.3138385827E+01  0.4562330664E+05   0.1673104758E+07   36.67215    1.00000
    2 0.7610236220E+00  0.3180842783E+05   0.1683517704E+07   52.92678    1.00000

 TIME =    0.0000000000000000     
 CHANNEL           14   ROD No.            3   SURF. No.            1
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.2215308715E+05   0.9252721730E+06   41.76719    1.26813
   27 0.7469153543E+02  0.3038539082E+05   0.7931794969E+06   26.10398    1.47629
   26 0.7151633858E+02  0.5480224559E+05   0.9821559540E+06   17.92182    1.19003
   25 0.6834114173E+02  0.7128269442E+05   0.1032336887E+07   14.48229    1.13453
   24 0.6600354331E+02  0.7964512871E+05   0.9837836075E+06   12.35209    1.19724
   23 0.6366594488E+02  0.9669634868E+05   0.1067117255E+07   11.03576    1.10875
   22 0.6049074803E+02  0.1141947431E+06   0.1112733596E+07    9.74418    1.07870
   21 0.5731555118E+02  0.1295961711E+06   0.1148886376E+07    8.86513    1.06038
   20 0.5414035433E+02  0.1437467273E+06   0.1184901081E+07    8.24298    1.04482
   19 0.5096515748E+02  0.1565274262E+06   0.1228000267E+07    7.84527    1.02631
   18 0.4778996063E+02  0.1659029205E+06   0.1277104545E+07    7.69790    1.00670
   17 0.4545236220E+02  0.1640400520E+06   0.1250676264E+07    7.62421    1.05086
   16 0.4311476378E+02  0.1800476556E+06   0.1328748839E+07    7.37998    1.00000
   15 0.3993956693E+02  0.1896758575E+06   0.1364902850E+07    7.19598    1.00000
   14 0.3676437008E+02  0.1950672675E+06   0.1402122843E+07    7.18789    1.00000
   13 0.3358917323E+02  0.1978171817E+06   0.1440973941E+07    7.28437    1.00000
   12 0.3041397638E+02  0.1976336689E+06   0.1481489677E+07    7.49614    1.00000
   11 0.2723877953E+02  0.1921819217E+06   0.1523413584E+07    7.92693    1.00000
   10 0.2490118110E+02  0.1774536848E+06   0.1565779408E+07    8.82359    1.00000
    9 0.2253484252E+02  0.1814693898E+06   0.1584902910E+07    8.73372    1.00000
    8 0.1930216535E+02  0.1716241312E+06   0.1628158715E+07    9.48677    1.00000
    7 0.1606948819E+02  0.1556588546E+06   0.1669727378E+07   10.72684    1.00000
    6 0.1283661417E+02  0.1353997648E+06   0.1708374380E+07   12.61726    1.00000
    5 0.9603740157E+01  0.1108919653E+06   0.1742856805E+07   15.71671    1.00000
    4 0.6371062992E+01  0.8336453094E+05   0.1771771454E+07   21.25330    1.00000
    3 0.3138385827E+01  0.4388383398E+05   0.1793982089E+07   40.88025    1.00000
    2 0.7610236220E+00  0.3089677930E+05   0.1805939299E+07   58.45073    1.00000

 TIME =    0.0000000000000000     
 CHANNEL           15   ROD No.            3   SURF. No.            2
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.2215309850E+05   0.1200560748E+07   54.19381    1.00000
   27 0.7469153543E+02  0.3038540136E+05   0.1198287622E+07   39.43629    1.00000
   26 0.7151633858E+02  0.5480225480E+05   0.1196243836E+07   21.82837    1.00000
   25 0.6834114173E+02  0.7128270199E+05   0.1198590085E+07   16.81460    1.00000
   24 0.6600354331E+02  0.7964513639E+05   0.1204986081E+07   15.12944    1.00000
   23 0.6366594488E+02  0.9669635539E+05   0.1210292777E+07   12.51643    1.00000
   22 0.6049074803E+02  0.1141947471E+06   0.1226977485E+07   10.74461    1.00000
   21 0.5731555118E+02  0.1295961752E+06   0.1244575902E+07    9.60349    1.00000
   20 0.5414035433E+02  0.1437467290E+06   0.1263676515E+07    8.79099    1.00000
   19 0.5096515748E+02  0.1565274279E+06   0.1285038180E+07    8.20967    1.00000
   18 0.4778996063E+02  0.1659029204E+06   0.1309196056E+07    7.89134    1.00000
   17 0.4545236220E+02  0.1640400525E+06   0.1336436776E+07    8.14702    1.00000
   16 0.4311476378E+02  0.1800477360E+06   0.1350327321E+07    7.49983    1.00000
   15 0.3993956693E+02  0.1896758569E+06   0.1385720374E+07    7.30573    1.00000
   14 0.3676437008E+02  0.1950672668E+06   0.1421550311E+07    7.28749    1.00000
   13 0.3358917323E+02  0.1978171807E+06   0.1458720079E+07    7.37408    1.00000
   12 0.3041397638E+02  0.1976336678E+06   0.1497324966E+07    7.57626    1.00000
   11 0.2723877953E+02  0.1921819207E+06   0.1537165903E+07    7.99849    1.00000
   10 0.2490118110E+02  0.1774536841E+06   0.1577393725E+07    8.88904    1.00000
    9 0.2253484252E+02  0.1814693888E+06   0.1595605668E+07    8.79270    1.00000
    8 0.1930216535E+02  0.1716241306E+06   0.1637038515E+07    9.53851    1.00000
    7 0.1606948819E+02  0.1556588544E+06   0.1676624919E+07   10.77115    1.00000
    6 0.1283661417E+02  0.1353997650E+06   0.1713371281E+07   12.65417    1.00000
    5 0.9603740157E+01  0.1108919658E+06   0.1746130574E+07   15.74623    1.00000
    4 0.6371062992E+01  0.8336453151E+05   0.1773590383E+07   21.27512    1.00000
    3 0.3138385827E+01  0.4388383432E+05   0.1794678635E+07   40.89612    1.00000
    2 0.7610236220E+00  0.3089677902E+05   0.1806054610E+07   58.45446    1.00000

 TIME =    0.0000000000000000     
 CHANNEL            3   ROD No.            3   SURF. No.            3
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.2215308969E+05   0.1099449974E+07   49.62964    1.00000
   27 0.7469153543E+02  0.3038539296E+05   0.1100656215E+07   36.22320    1.00000
   26 0.7151633858E+02  0.5480224612E+05   0.1103698413E+07   20.13966    1.00000
   25 0.6834114173E+02  0.7128269347E+05   0.1110574638E+07   15.57986    1.00000
   24 0.6600354331E+02  0.7964512731E+05   0.1120655638E+07   14.07061    1.00000
   23 0.6366594488E+02  0.9669634573E+05   0.1126314464E+07   11.64795    1.00000
   22 0.6049074803E+02  0.1141947364E+06   0.1141119234E+07    9.99275    1.00000
   21 0.5731555118E+02  0.1295961643E+06   0.1158798321E+07    8.94161    1.00000
   20 0.5414035433E+02  0.1437467190E+06   0.1179288619E+07    8.20393    1.00000
   19 0.5096515748E+02  0.1565274194E+06   0.1202651370E+07    7.68333    1.00000
   18 0.4778996063E+02  0.1659029132E+06   0.1228900328E+07    7.40735    1.00000
   17 0.4545236220E+02  0.1640400461E+06   0.1257553413E+07    7.66614    1.00000
   16 0.4311476378E+02  0.1800477309E+06   0.1271103170E+07    7.05981    1.00000
   15 0.3993956693E+02  0.1896758520E+06   0.1302217546E+07    6.86549    1.00000
   14 0.3676437008E+02  0.1950672635E+06   0.1335916625E+07    6.84849    1.00000
   13 0.3358917323E+02  0.1978171785E+06   0.1371417739E+07    6.93275    1.00000
   12 0.3041397638E+02  0.1976336667E+06   0.1408296426E+07    7.12579    1.00000
   11 0.2723877953E+02  0.1921819201E+06   0.1446033757E+07    7.52430    1.00000
   10 0.2490118110E+02  0.1774536839E+06   0.1483544167E+07    8.36018    1.00000
    9 0.2253484252E+02  0.1814693893E+06   0.1500084176E+07    8.26632    1.00000
    8 0.1930216535E+02  0.1716241320E+06   0.1536172809E+07    8.95080    1.00000
    7 0.1606948819E+02  0.1556588556E+06   0.1570968967E+07   10.09238    1.00000
    6 0.1283661417E+02  0.1353997656E+06   0.1603062580E+07   11.83948    1.00000
    5 0.9603740157E+01  0.1108919654E+06   0.1631444169E+07   14.71201    1.00000
    4 0.6371062992E+01  0.8336453000E+05   0.1655065877E+07   19.85336    1.00000
    3 0.3138385827E+01  0.4388383268E+05   0.1673104758E+07   38.12577    1.00000
