
 TIME =    0.0000000000000000     
 CHANNEL           12   ROD No.            1   SURF. No.            1
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.1432563788E+05   0.1291875372E+07   90.17926    1.00000
   27 0.7469153543E+02  0.2013647853E+05   0.1293053974E+07   64.21450    1.00000
   26 0.7151633858E+02  0.3083013437E+05   0.1295656257E+07   42.02564    1.00000
   25 0.6834114173E+02  0.4024654023E+05   0.1301029463E+07   32.32649    1.00000
   24 0.6600354331E+02  0.4495288334E+05   0.1308762758E+07   29.11410    1.00000
   23 0.6366594488E+02  0.5457855938E+05   0.1313175115E+07   24.06027    1.00000
   22 0.6049074803E+02  0.6434798748E+05   0.1324594680E+07   20.58487    1.00000
   21 0.5731555118E+02  0.7288080821E+05   0.1337954807E+07   18.35812    1.00000
   20 0.5414035433E+02  0.8064384914E+05   0.1353091664E+07   16.77861    1.00000
   19 0.5096515748E+02  0.8756965819E+05   0.1370029159E+07   15.64502    1.00000
   18 0.4778996063E+02  0.9253391907E+05   0.1388743274E+07   15.00794    1.00000
   17 0.4545236220E+02  0.9120703599E+05   0.1408912447E+07   15.44741    1.00000
   16 0.4311476378E+02  0.9987414794E+05   0.1418492872E+07   14.20280    1.00000
   15 0.3993956693E+02  0.1047725498E+06   0.1440627111E+07   13.75004    1.00000
   14 0.3676437008E+02  0.1072765656E+06   0.1463815576E+07   13.64525    1.00000
   13 0.3358917323E+02  0.1082895039E+06   0.1487739776E+07   13.73854    1.00000
   12 0.3041397638E+02  0.1076705310E+06   0.1512161293E+07   14.04434    1.00000
   11 0.2723877953E+02  0.1041837785E+06   0.1536761176E+07   14.75048    1.00000
   10 0.2490118110E+02  0.9583409325E+05   0.1560870569E+07   16.28722    1.00000
    9 0.2253484252E+02  0.9763423466E+05   0.1571464251E+07   16.09542    1.00000
    8 0.1930216535E+02  0.9186738931E+05   0.1594490942E+07   17.35644    1.00000
    7 0.1606948819E+02  0.8289654300E+05   0.1616257745E+07   19.49729    1.00000
    6 0.1283661417E+02  0.7175673339E+05   0.1636080488E+07   22.80038    1.00000
    5 0.9603740157E+01  0.5850184006E+05   0.1653433274E+07   28.26293    1.00000
    4 0.6371062992E+01  0.4378096402E+05   0.1667760653E+07   38.09328    1.00000
    3 0.3138385827E+01  0.2709023580E+05   0.1678643482E+07   61.96489    1.00000
    2 0.7610236220E+00  0.1868913507E+05   0.1684898853E+07   90.15392    1.00000

 TIME =    0.0000000000000000     
 CHANNEL           13   ROD No.            1   SURF. No.            2
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.1432563640E+05   0.1395590745E+07   97.41911    1.00000
   27 0.7469153543E+02  0.2013647715E+05   0.1396465094E+07   69.35002    1.00000
   26 0.7151633858E+02  0.3083013311E+05   0.1398788701E+07   45.37083    1.00000
   25 0.6834114173E+02  0.4024653904E+05   0.1403682599E+07   34.87710    1.00000
